case_id,section,L,boundary,ordering,J,U,dv,g,omega0,n_ph_max,boson_encoding,n_up,n_dn,n_qubits,ham_terms,tol,E_exact_hh,E_exact_hubbard_embedded,delta_exact,zero_limit_consistency_pass,termwise_baseline_energy,termwise_baseline_abs_err,termwise_baseline_pass,termwise_heavy_ran,termwise_heavy_energy,termwise_heavy_abs_err,termwise_heavy_pass,termwise_best_stage,termwise_best_energy,termwise_best_abs_err,termwise_best_pass,termwise_depth_improvement,termwise_expressivity_suspected,layerwise_baseline_energy,layerwise_baseline_abs_err,layerwise_baseline_pass,layerwise_heavy_ran,layerwise_heavy_energy,layerwise_heavy_abs_err,layerwise_heavy_pass,layerwise_best_stage,layerwise_best_energy,layerwise_best_abs_err,layerwise_best_pass,layerwise_depth_improvement,layerwise_expressivity_suspected
L3_periodic_blocked_g0p15_w0p4,main,3,periodic,blocked,1.0,4.0,0.0,0.15,0.4,1,binary,2,1,9,31,0.001,-0.6778751558497031,,,,-1.3973364294234116,0.7194612735737085,False,False,,,False,baseline,-1.3973364294234116,0.7194612735737085,False,,False,0.9065166987078983,1.5843918545576015,False,False,,,False,baseline,0.9065166987078983,1.5843918545576015,False,,False
